organizationId,organizationName,id,name,description,address,city,state,zip,latitude,longitude,type,updatedAt,updatedAtHuman,categories,revenue,ein 
477027,League of Women Voters Lotte E Scharfman Memorial Fund,477027,League of Women Voters Lotte E Scharfman Memorial Fund,Part 1: to encourage informed and active citizen participation in government through citizen education and voters service projects.,90 Canal St Ste 414,Boston,MA,02114,42.362970000000004,-71.06102,organization,2023-10-10 20:17:29,1 month ago,WSNW,222890,237147454
843623,College Hockey America Inc,843623,College Hockey America Inc,"Part 1: to promote intercollegiate women's ice hockey - part 3: to promote, carry out, supervise and control intercollegiate women's ice hockey among member educational institutions. To support charitable and educational activities.",220 Winthrop St Ste 201,Winthrop,MA,02152,0.001,0.001,organization,2023-10-10 20:25:22,1 month ago,GIRL,210873,383847754
1672778,Bethesda House Inc,1672778,Bethesda House Inc,Part 1: our mission is to provide a temporary home that is safe and nurturing for young mothers with child and/or mothers parenting their children - part 3: our mission is to provide a temporary home that is safe and nurturing for young mothers with children and/or mothers parenting their children,4 Cross St,Pembroke,MA,02359,42.109646999999995,-70.77793299999999,organization,2023-10-10 20:31:15,1 month ago,GV,199785,474540279
1595862,International Association for Premenstrual Disorders Iapmd,1595862,International Association for Premenstrual Disorders Iapmd,Support individuals with pmd,6 Liberty Square 2077,Boston,MA,02109,42.356648,-71.055885,organization,2023-10-10 20:30:30,1 month ago,WHSV,192311,472480088
1946356,Women Encouraging Empowerment Inc,1946356,Women Encouraging Empowerment Inc,"Part 1: education advocacy and social services for immigrants - part 3: to empower immigrant and refugee women through education, leadership development and collective action, so that they can advocate for dignity and justice in their commumities and become lead organizers",PO Box 13,Revere,MA,02151,-0.001,-0.001,organization,2023-10-10 20:12:40,1 month ago,WART,179531,043286531
1768136,Vanessa T Marcotte Foundation A Nonprofit Corporation,1768136,Vanessa T Marcotte Foundation A Nonprofit Corporation,"Part 1: to empower women to live boldly and fearlessly. We advocate for a world where women live free from objectification and harassment. - Part 3: to empower women to live boldly and fearlessly, and to reduce objectification and harassment. We advocate for safety awareness, gender equality, and violence prevention.",67 West Street Suite 209,Medfield,MA,02052,42.191798000000006,-71.32291099999999,organization,2023-10-10 20:41:01,1 month ago,ND,179209,814914883
1814093,Family Health Project Inc,1814093,Family Health Project Inc,Part 1: dedicated to improving maternal and child health within underserved communities. - Part 3: to improve maternal and child health within underserved communities.,42 Sea St,Manchester,MA,01944,42.574509,-70.76482200000001,organization,2023-10-10 20:41:02,1 month ago,WHLTH,175965,814999393
630973,Girls Rock Campaign Boston,630973,Girls Rock Campaign Boston,"Part 1: girls rock campaign boston empowers girls, women, and youth and adults with marginalized gender identities to believe in themselves by building a supportive community that fosters self-expression, confidence, and collaboration through music education and performance.",292 Bellevue St,West Roxbury,MA,02132,42.310841,-71.11545600000001,organization,2023-10-10 20:20:59,1 month ago,GIRL,171643,272371435
642046,Abundant Hope Pregnancy Resource Center Inc,642046,Abundant Hope Pregnancy Resource Center Inc,"Part 1: the corporation is organized exclusively for charitable, religious and educational purposes with the meaning of 501 (c)(3) of the internal revenue code, including but not limited to: being a ministry to women and couples facing an unplanned pregnancy especially those considering abortion due to a lack of information and support, to young people unaware of the strength and value of abstinence until marriage and to those already suffering from the violence of abortion.",152 Emory St Unit 4,Attleboro,MA,02703,41.941519,-71.268436,organization,2023-10-10 20:21:16,1 month ago,"GV,RH",163816,273350613
710397,Asian Women for Health Inc,710397,Asian Women for Health Inc,"Part 1: to advance asian womens health and wellness through education, advocacy, and support.",50 Milk Street,Boston,MA,02109,42.356074,-71.058597,organization,2023-10-10 20:22:48,1 month ago,WHLTH,160090,320390494
1946478,Women in the Enterprise of Science and Technology Inc,1946478,Women in the Enterprise of Science and Technology Inc,See schedule o,1 Broadway Ste 14,Cambridge,MA,02142,-0.001,-0.001,organization,2023-10-10 20:12:43,1 month ago,WPSB,157900,043534113
1940775,Survivingbreastcancer,1940775,Survivingbreastcancer,"Part 1: to empower those diagnosed with breast cancer, and their caregivers, the organization is committed to providing the resources and platform for navigating a breast cancer diagnosis.",5 Cedar Street Unit 1,Roxbury,MA,02119,42.323368,-71.08794999999999,organization,2023-10-10 20:41:54,1 month ago,"WHLTH,WHSV",156346,822953427
1946736,Taunton Girls Softball Inc,1946736,Taunton Girls Softball Inc,Part 1: to develop skills to play competitive softball,PO Box 2291,Taunton,MA,02780,-0.001,-0.001,organization,2023-10-10 20:12:53,1 month ago,GIRL,155250,046360759
1992515,Massachusets Coalition of Taft Hartley Tr Funds Labor Health and Fi,1992515,Massachusets Coalition of Taft Hartley Tr Funds Labor Health and Fi,"The organization's purpose is to be a community health and wellness charity serving to improve the health and wellness throughout the area. It aims to help improve the treatment for prevention of diseases as well as disease management for those with health challenges in union families. The organization will support the empowerment of women and minorities by offering educational opportunities, seminars and conferences.",16 Sever St,Charlestown,MA,02129,0.001,0.001,organization,2023-10-10 20:22:52,1 month ago,WHLTH,152116,320609287
448663,Foundation for the History of Women in Medicine,448663,Foundation for the History of Women in Medicine,Support and enhance drexel univ. School of medicine,800 Boylston St Unit 990251,Boston,MA,02199,42.346160000000005,-71.08151,organization,2023-10-10 18:57:07,1 month ago,WART,150605,232981994
323521,Mass Drifters Junior Olympic Softball,323521,Mass Drifters Junior Olympic Softball,"Part 1: in accordance with our mission we accepted and trained 138 young female athletes for this year - part 3: the purpose of this organization is to educate, encourage and promote the growth of girls softball while preserving the integrity of the game. We focus on total player development, building a tradition for the future of our athletes, to improve their tactical and technical softball training while educating players about sportsmanship, teamwork, fellowship, courtesy, discipline and integrity.",10 Old Willis Farm Rd,Bridgewater,MA,02324,41.946712999999995,-71.016619,organization,2023-10-10 20:13:28,1 month ago,GEN,146106,113824951
645283,How House,645283,How House,Organization provides sober house residences for women,41 Van Winkle St,Dorchester,MA,02124,42.283454,-71.06219399999999,organization,2023-10-10 19:02:33,1 month ago,WHSV,144824,273614882
1946264,Aruna Partnership Inc,1946264,Aruna Partnership Inc,"Part 1: the organization supports education, healthcare, women's development, child welfare, job training, cottage industry, and community development in an impoverished section of south india.",90 Phillips Ave,Rockport,MA,01966,0.001,0.001,organization,2023-10-10 20:12:38,1 month ago,WSW,142049,043106756
1935183,Girl Security,1935183,Girl Security,"Part 1: empower girls and young women - part 3: girls and women grow up in a world in which they are taught to fear everything, but secured from nothing. From childhood through adulthood, they devise responses to an array of threats to their personal security. Their security insights are unparalleled. However, outmoded norms, systemic bias and discrimination, lack of visible role models, and lack of visible pathways have impeded their advancement across the security sector. Girl security's mission centers the experiences of underrepresented communities and populations targeted by violence at the core of its model: through trauma-informed training, mentoring, and professional advancement, participants can fulfill their economic potential in this consequential sector and lead solutions to the world's most pressing security challenges.",132 Chief Justice Cushing Hwy,Cohasset,MA,02025,0.001,0.001,organization,2023-10-10 20:25:29,1 month ago,WINTL,141150,384087274
2164361,Route One Ministry Inc,2164361,Route One Ministry Inc,To help sexually exploited women,8 Spring Garden St,Dorchester,MA,02125,-0.001,0.001,organization,2023-10-10 20:44:21,1 month ago,WHSV,139084,842382448
412855,The Wellesley Hills Junior Womans Club Inc,412855,The Wellesley Hills Junior Womans Club Inc,"The organization supports community groups through direct service, raises money for scholarships, and funds organizations and programs that provide education, enrichment, and essential services to the community.",PO Box 81278,Wellesley,MA,02481,42.302875,-71.28519999999999,organization,2023-10-10 20:16:07,1 month ago,WSNW,137187,222512601
1945778,Womans Friend Society,1945778,Womans Friend Society,Part 1: low cost housing facilityies for woman - part 3: low cost housing facilities for woman,12 Hawthorne Blvd,Salem,MA,01970,42.522523,-70.89120600000001,organization,2023-10-10 20:12:27,1 month ago,GV,136393,042121657
1945635,Rhythmic Dreams Inc,1945635,Rhythmic Dreams Inc,"To promote and provide physical fitness for youth girls through instruction and training in rhythmic gymnastics, including preparation for state, regional, national and international competition, either individual or group",22 Harrison Rd,Canton,MA,02021,42.190341,-71.09830199999999,organization,2023-10-10 18:51:54,1 month ago,GIRL,127799,030468317
482696,Jordan Hospital Club Inc,482696,Jordan Hospital Club Inc,"Part 1: the mission of the organization is to render assistance to beth Israel deaconess hospital-plymouth, its patients and families and the community at large through service, public relations and fundraising as approved by the board of directors.",275 Sandwich St,Plymouth,MA,02360,41.942865999999995,-70.644537,organization,2023-10-10 20:17:50,1 month ago,WHLTH,127662,237181730
1946262,Hellenic Womens Club Inc,1946262,Hellenic Womens Club Inc,,45 York Ter,Brookline,MA,02446,-0.001,-0.001,organization,2023-10-10 18:52:13,1 month ago,WSNW,125894,043105708
965866,Adams Temple and School Fund,965866,Adams Temple and School Fund,Part 1: making grants to support the woodward school for girls,PO Box 51400,Boston,MA,02205,-0.001,0.001,organization,2023-10-10 20:27:50,1 month ago,WEDUC,123851,454913438
1748272,Mediagirls Inc,1748272,Mediagirls Inc,"To teach girls and young women to discover their self-worth, and use social media to speak up for their beliefs.",145 Commercial St Apt 403,Boston,MA,02109,42.363447,-71.052981,organization,2023-10-10 19:25:31,1 month ago,GIRL,121194,812755512
298948,Sargent Murray Gilman Hough House Assn,298948,Sargent Murray Gilman Hough House Assn,"Part 1: maintain and operate a historic house for members and the general public. - Part 3: the organization's mission is to engage the public in the life, times, and writings of judith sargent murray, a pioneering advocate of women's education and equality.",49 Middle St,Gloucester,MA,01930,42.611773,-70.666116,organization,2023-10-10 20:12:47,1 month ago,"GV,ND",119790,046038785
1946158,Massachusetts Womens Pol Caucus Leadership Dev Edu and Research Fnd,1946158,Massachusetts Womens Pol Caucus Leadership Dev Edu and Research Fnd,Part 1: the massachusetts women's political caucus is a multipartisan organization founded in 1971 to maximize the participation of women of all ages in the political process and to increase the number of women appointed and elected to public office and public policy positions.,89 South St Ste 603,Boston,MA,02111,-0.001,-0.001,organization,2023-10-10 20:12:36,1 month ago,WPSB,115742,042738443
291552,Islamic Multi Service Organization Inc,291552,Islamic Multi Service Organization Inc,"Part 1: the islamic multi-service organization is a not-for-profit community-based organization established to address the socio-economic concerns of underprivileged and poor individuals and families in the boston area irrespective of their racial, religious, or social background. Imso runs a food pantry and educational programs for people in the inner city. The imso food pantry is part of this effort and provides continuous help to certain families including refugees, single mothers, and the elderly. - Part 3: the islamic multi-service organization is a not-for-profit community-based organization established to address the socio-economic concerns of under-privileged and poor individuals and families in the boston area irrespective of their racial, religious, or social background. Imso runs a food pantry and educational programs for people in the inner city. The imso food pantry is part of this effort and provides continuous help to certain families including refugees, single mothers, and the elderly.",722 Shawmut Ave # 724,Roxbury,MA,02119,-0.001,-0.001,organization,2023-10-10 20:12:41,1 month ago,WRELIG,115551,043338801
1946687,National Society of the Daughters of the American Revolution Massachusetts State Society DAR,1946687,National Society of the Daughters of the American Revolution Massachusetts State Society DAR,Part 1: educational awards and scholarships.,7 Ferndale Dr,Halifax,MA,02338,-0.001,-0.001,organization,2023-10-10 20:12:52,1 month ago,GEN,111248,046109477
1668479,Sitters Without Borders Inc,1668479,Sitters Without Borders Inc,Free childcare to poor working mothers in college classes,202 Washington St Ste 340,Brookline,MA,02445,42.413534999999996,-71.146637,organization,2023-10-10 20:29:39,1 month ago,WINTL,110390,465324408
1945776,Massachusetts General Hospital Nurses Alumnae Association Inc,1945776,Massachusetts General Hospital Nurses Alumnae Association Inc,Part 1: educational support of nurses and nursing programs,PO Box 6234,Boston,MA,02114,-0.001,-0.001,organization,2023-10-10 20:12:27,1 month ago,WSNW,109030,042121358
1945864,Keysteps Inc,1945864,Keysteps Inc,"To provide a comprehensive range of wrap-around services and support for at-risk school-age youth in order to ensute that they stay in shcool and gain the skills and emotional resilency to become educated productive adults and citizens who contribute to society. Provide year-round school- based counseling services, outreach and home visitation, and summertime outreach and life skills education.",206 Minot Street Unit 304 Attnbette,Boston,MA,02122,42.282487,-71.054521,organization,2023-10-10 20:12:29,1 month ago,"WEDUC,WHLTH",102852,042681753
1612764,Harvey Girls Inc,1612764,Harvey Girls Inc,To provide clothing and essential items for the families at risk and to provide opportunities for youth.,184 Pleasant Valley St,Methuen,MA,01844,42.747209,-71.13752600000001,organization,2023-10-10 20:30:46,1 month ago,"GIRL,WSW",100254,473237138
1945795,Dedham Womens Exchange Inc,1945795,Dedham Womens Exchange Inc,"Part 1: the organizations mission is to promote womens welfare, their fellowship and cooperation and their education, industrial and economic advancement.",445 Washington St,Dedham,MA,02026,42.247212,-71.176196,organization,2023-10-10 20:12:28,1 month ago,WHSV,98759,042258361
420700,Hearth Inc 4 Bishop Street Inc,420700,Hearth Inc 4 Bishop Street Inc,Operates nine units of housing for formerly homeless elderly women.,1640 Washington Street,Boston,MA,02118,42.336635,-71.07590400000001,organization,2023-10-10 18:56:27,1 month ago,GV,98501,223135170
1658472,Sarita and Claire Wright Lucas Foundation Inc,1658472,Sarita and Claire Wright Lucas Foundation Inc,"The sarita and claire wright lucas foundation (scwlf) was created in 2015 to honor sarita wright lucas and her daughter, claire. The foundation, in recognition of sarita's integrity and passion for justice, supports african american female law students who are committed to serving the public and pursuing careers in prosecution",378 Columbus Ave,Boston,MA,02116,42.350981999999995,-71.061003,organization,2023-10-10 20:31:18,1 month ago,WEDUC,96937,474686627
350401,Hingham Girls Hockey Boosters Inc,350401,Hingham Girls Hockey Boosters Inc,Facilitate and advance opportunities for girls to play ice hockey in the town of hingham at their own and their teams' collective competitive abilities.,PO Box 572,Hingham,MA,02043,42.235451999999995,-70.886984,organization,2023-10-10 20:14:43,1 month ago,GIRL,93957,201546869
1066479,Massachusetts Association of Women in Law Enforcement Inc,1066479,Massachusetts Association of Women in Law Enforcement Inc,Charitable and fraternal,24 Beacon Street,Boston,MA,02133,42.359601999999995,-71.06287499999999,organization,2023-10-10 19:15:50,1 month ago,WSNW,91025,510511652
1960381,Greenlight for Girls,1960381,Greenlight for Girls,,28 Holly Ln,Mattapoisett,MA,02739,41.65569,-70.79953300000001,organization,2023-10-10 19:31:26,1 month ago,WEDUC,90000,843768326
1960716,Jahan Women and Youth Intercultural Organization,1960716,Jahan Women and Youth Intercultural Organization,Social services and cultural awareness,188 Highland St,Roxbury,MA,02119,42.324396,-71.09220499999999,organization,2023-10-10 20:45:05,1 month ago,WART,86829,844959034
1946339,Dartmouth Girls Little League Inc,1946339,Dartmouth Girls Little League Inc,Recreational youth athletic league,PO Box 70064,Dartmouth,MA,02747,0.001,-0.001,organization,2023-10-10 20:12:40,1 month ago,GIRL,85919,043254116
1959322,Asian American Womens Political Initiative Inc,1959322,Asian American Womens Political Initiative Inc,"Part 1: organizing networking, educational and leadership forums for asian-american women, building relationships and coalitions with high school and college student groups, women's organizations, racial minority organizations and other organizations to address common concerns for asian-american women and advocating for the inclusion of asian-american women in leadership positions.",35 Faywood Ave Apt 2,Boston,MA,02128,42.389477,-70.99949099999999,organization,2023-10-10 20:24:57,1 month ago,WADV,85495,371948314
360331,Megagpo Inc,360331,Megagpo Inc,Booster club for girl's gymnastics team,725 Main Street,Millis,MA,02054,42.16931,-71.355618,organization,2023-10-10 18:54:54,1 month ago,GIRL,84806,202576370
1946469,Charlestown Mothers Association Inc,1946469,Charlestown Mothers Association Inc,"Support community and family programs in charlestown, massachusetts, with the goal of preserving charlestown as a safe, clean and happy environment in which to raise families. Currently has membership of over 1,500 families.",36 Cross St,Charlestown,MA,02129,-0.001,0.001,organization,2023-10-10 20:12:43,1 month ago,WADV,75497,043521379
2202482,Gk Fund Inc Gk Fund,2202482,Gk Fund Inc Gk Fund,"The organization's mission is to support the growth of minority and women owned or operated companies. The fund will serve as a vehicle for corporations and nonprofits to make social investments, create new initiatives, offer resources, engage in mentoring and take other measures.",529 Main St Ste P200,Charlestown,MA,02129,-0.001,-0.001,organization,2023-10-10 20:45:06,1 month ago,WPSB,75000,845048084
554788,1st Lieutenant Derek Hines Soldiersassistance Fund Inc,554788,1st Lieutenant Derek Hines Soldiersassistance Fund Inc,"The organization raises funds to benefit military servicemen and women directly, and by donating to other nonprofit organizations which support military servicemen and women and families",6 Chase St,West Newbury,MA,01985,-0.001,0.001,organization,2023-10-10 18:59:44,1 month ago,WSW,70766,260752782
469414,General Federation of Womens Clubs of Massachusetts Inc League of Women Community Service,469414,General Federation of Womens Clubs of Massachusetts Inc League of Women Community Service,"Part 1: to provide education about the history of african americans in boston through programs, workshops, papers, etc. Which provide information relative to literary and historic preservation, undertaking civic, social, educational, and charitable purpose for the benefit of the community.",558 Massachusetts Ave,Boston,MA,02118,42.337249,-71.077342,organization,2023-10-10 20:17:22,1 month ago,WPSB,70726,237107406
699780,Duxbury Girls Youth Basketball Inc,699780,Duxbury Girls Youth Basketball Inc,Youth recreation basketball,3 Seadrift Way,Duxbury,MA,02332,42.021647,-70.702291,organization,2023-10-10 19:03:50,1 month ago,GIRL,70026,311802796
1699395,Worthy Village Inc,1699395,Worthy Village Inc,Part 1: organization dedicated to providing impoverished women and children of guatemala with a better quality of life.,481 Forest St,Rockland,MA,02370,42.153927,-70.90763899999999,organization,2023-10-10 20:30:27,1 month ago,WINTL,69355,472349032
656073,Tough Warrior Princesses,656073,Tough Warrior Princesses,To raise funds for breast cancer research and other charities,80 Monroe St,Amesbury,MA,01913,42.858395,-70.908371,organization,2023-10-10 20:21:41,1 month ago,WHLTH,68372,274857745
980578,Mercy for Mamas,980578,Mercy for Mamas,To provide women in uganda with proper supplies and education needed to give birth.,20 Free St,Hingham,MA,02043,42.215978,-70.88264,organization,2023-10-10 20:28:09,1 month ago,WRELIG,68011,460693097
1729365,Ruths Way,1729365,Ruths Way,Sober house for women,23 Swan Ave,East Boston,MA,02128,42.38984,-70.997826,organization,2023-10-10 19:13:18,1 month ago,WSW,66484,471662346
357980,Walpole Girls Softball Association,357980,Walpole Girls Softball Association,Promotesupport walpole girls softball,11 Forsythia Dr,Walpole,MA,02081,42.153141999999995,-71.240632,organization,2023-10-10 18:54:52,1 month ago,GIRL,66482,202310717
580545,Crew Boston Educational Foundation Inc,580545,Crew Boston Educational Foundation Inc,The foundation's primary purpose and activity will be to establish a scholarship program whereby it will award scholarships to women pursuing higher education fields and/or studies relating to the commercial real estate industry in accordance with established procedures and to raise monies to fund the scholarship program.,101 Federal St Ste 1900,Boston,MA,02110,42.35392,-71.05759,organization,2023-10-10 19:00:25,1 month ago,WEDUC,64242,263108444
1432907,West Roxbury Friends of Rosies Place,1432907,West Roxbury Friends of Rosies Place,To help serve women in need and their children.,9 Garth Rd,West Roxbury,MA,02132,-0.001,0.001,organization,2023-10-10 20:44:11,1 month ago,GV,60889,841703424
1945759,Womens Community Committee Inc,1945759,Womens Community Committee Inc,"To raise money and earn money through operating thrift shop to financially support other charitable organizations, incorporated organizations or individuals in the local community.",1091 Washington St,Norwood,MA,02062,42.180296999999996,-71.204568,organization,2023-10-10 18:51:57,1 month ago,WPSB,60127,042104435
1750332,Cultura Latina Dance Academy Incorporated,1750332,Cultura Latina Dance Academy Incorporated,Enhance share and connect cultures,25 Exchange Street,Lynn,MA,01901,42.464560999999996,-70.942337,organization,2023-10-10 20:40:26,1 month ago,WART,56554,813003840
1946414,Somerset Senior Girls Softball League Inc,1946414,Somerset Senior Girls Softball League Inc,Organized girls softball league,49 Hood St,Somerset,MA,02726,0.001,0.001,organization,2023-10-10 20:12:42,1 month ago,GIRL,55288,043404820
1946213,The Margaret Fitzgerald Grogan Petersmeyer Foundation Inc,1946213,The Margaret Fitzgerald Grogan Petersmeyer Foundation Inc,"Part 1: see part III, line 1 - part 3: the foundation provides grants to outstanding girls and young women from the institutions that featured most prominently in margaret fitzgerald grogan petersmeyer's life, including tenacre country day school, dana hall school, Harvard college, the Harvard business school, and others. The grants are awarded to assist in the further development of the grantee's character, interests and talents.",CO Kellogg George 8 Grove St,Wellesley,MA,02482,0.001,0.001,organization,2023-10-10 20:12:37,1 month ago,WSW,54282,042931104
1960807,Intercollegiate Rowing Association Inc,1960807,Intercollegiate Rowing Association Inc,"Part 1: the organization seeks to organize, manage and promote the sport of intercollegiate rowing, and to annually hold postseason intercollegiate national rowing championships that support the highest level of competition amoung top intercollegiate men's and women's rowing teams.",59 Flaggler Dr,Marshfield,MA,02050,42.102037,-70.728655,organization,2023-10-10 20:45:14,1 month ago,GIRL,53732,850621591
1946288,Lost Coin Womans Fund Inc,1946288,Lost Coin Womans Fund Inc,Education grants to low-income women,PO Box 82,Milton,MA,02186,0.001,-0.001,organization,2023-10-10 20:12:39,1 month ago,WHSV,52940,043161168
1634914,Haley Cremer Foundation,1634914,Haley Cremer Foundation,"The foundation's mission is to award financial assistance to aspiring physical therapists and associated rehabilitation professionals, medical research organizations, as well as programs dedicated to heal, grow and strengthen families facing profound challenges due to serious illness, trauma or death.",14 Talcott Rd,North Easton,MA,02356,42.032466,-71.123246,organization,2023-10-10 19:14:06,1 month ago,"WHLTH,WSW",52650,473337320
951014,Love Life Now Foundation Inc,951014,Love Life Now Foundation Inc,Love life now foundation (lln) is a global awareness and education organization that supports survivors of domestic violence through year-round initiatives and direct assistance to domestic violence programs.,PO Box 116,Avon,MA,02322,42.114956,-71.03518199999999,organization,2023-10-10 20:27:27,1 month ago,GV,52614,453580292
358647,Our Home Mer Doon,358647,Our Home Mer Doon,,8 Tara Dr,Norwell,MA,02061,42.134359,-70.79785100000001,organization,2023-10-10 18:54:53,1 month ago,WHSV,51676,202383398
1946317,Weymouth Girls Basketball Inc,1946317,Weymouth Girls Basketball Inc,Girls recreational basketball league,25 Ryans Way,Weymouth,MA,02190,-0.001,0.001,organization,2023-10-10 20:12:39,1 month ago,GIRL,50334,043218134
1946739,Cape Ann Chapter of the Daughters of the American Revolution Tr Susan M Herron Et AL Co Ttees,1946739,Cape Ann Chapter of the Daughters of the American Revolution Tr Susan M Herron Et AL Co Ttees,Part 1: the trust was created and is operated exclusively for the benefit of and in connection with the cape ann chapter of the daughters of the american revolution. The trustees pay the net income quarterly to cape ann chapter for its charitable and educational purposes.,109 Main St,Gloucester,MA,01930,-0.001,-0.001,organization,2023-10-10 20:12:53,1 month ago,WSNW,49286,046541215
1389360,Keeping Pace With Multiple Miracles Inc,1389360,Keeping Pace With Multiple Miracles Inc,See schedule o,389 W Center St,West Bridgewater,MA,02379,42.011871,-70.998352,organization,2023-10-10 20:39:20,1 month ago,WHLTH,46151,770697869
1742814,Women Survivors of Homicide Movement Inc,1742814,Women Survivors of Homicide Movement Inc,,4560 Washington St Apt 316,Roslindale,MA,02131,42.276916,-71.13803200000001,organization,2023-10-10 19:25:11,1 month ago,GV,43500,811646597
1946292,The Affirmation Center Inc,1946292,The Affirmation Center Inc,"Part 1: to provide counseling, education, and supportive services to victims of sexual molestation.",1111 Langley St,Fall River,MA,02720,0.001,-0.001,organization,2023-10-10 20:12:39,1 month ago,GV,42747,043165640
1942346,New England Womens Hockey Alliance,1942346,New England Womens Hockey Alliance,"To promote, carry out, supervise and control intercollegiate women's ice hockey among member educational institutions; to encourage and develop academic excellence, athletic competition, and sportsmanship among students in member institutions, and to encourage, develop an support charitable and educational activities within and without the United States of America",220 Winthrop St Ste 201,Winthrop,MA,02152,-0.001,0.001,organization,2023-10-10 19:29:09,1 month ago,GIRL,41911,831849400
624187,National Charity League Inc Wellesley Chapter,624187,National Charity League Inc Wellesley Chapter,"To foster mother-daughter relationships in a philanthropic organization committed to community service, leadership development, and cultural experiences.",PO Box 81061,Wellesley,MA,02481,42.304874999999996,-71.28519999999999,organization,2023-10-10 19:01:49,1 month ago,WSNW,41907,271754284
1055589,Sweet Adelines International 112001 Region 01 North Atlantic,1055589,Sweet Adelines International 112001 Region 01 North Atlantic,Advancing the musical art form of womens' barbershop harmony through education and performance.,25 Kensington Dr,Canton,MA,02021,42.176728000000004,-71.102526,organization,2023-10-10 19:15:34,1 month ago,WART,41693,510170342
1945700,Parkway Girls Softball League Inc,1945700,Parkway Girls Softball League Inc,Softballinstructionandleagueplayforgirlsages5to18inthegreaterbostonmetropolitanarea.,1842 Centre Street,West Roxbury,MA,02132,42.292767,-71.157569,organization,2023-10-10 20:12:25,1 month ago,GIRL,39112,030604434
1004335,South Shore Rugby Football Club Inc,1004335,South Shore Rugby Football Club Inc,"Theclubhasbeenorganizedtopromoteandcompeteinthesportofrugbyinthesouthshoreofmassachusetts,andonanationalandinternationallevel.Toencourageandfosterthedevelopmentandparticipationofthesportatalllevelsofplayisapriorityoftheorganization.Theactivitiestoachievethesegoalswillbecarriedoutundersection501c3oftheinternalrevenuecodesandunderthecorrespondingsectionofanytruefederaltaxcodes.",526 East 5th Street,South Boston,MA,02127,42.198245,-71.030819,organization,2023-10-10 20:28:54,1 month ago,GIRL,37902,462877026
1225637,Womanade Inc,1225637,Womanade Inc,To help needy residents of the south shore of massachusetts.,PO Box 570,Hingham,MA,02043,-0.001,-0.001,organization,2023-10-10 19:19:46,1 month ago,WHSV,37321,611467070
1671976,Savvy Womens Alliance,1671976,Savvy Womens Alliance,"The corporation is organized for the purpose of uniting, educating, nurturing, and igniting women to make informed decisions leading to healthier lifestyles and a healthier world. The organizations potential members will consist of like minded women who are embracing the frontier of nontoxic living. The main revenue streams currently being developed are donations by sponsors, membership dues, and grants. In addition to educating women, the organization will seek to celebrate and promote like minded businesses sharing similar values, and to offer brands to members who are seeking choices.",5 robin ln,North easton,MA,02356,42.081362999999996,-71.09454500000001,organization,2022-09-20 18:42:45,1 year ago,"WENV,WSW",36609,474202864
1942804,Women Thriving Inc,1942804,Women Thriving Inc,,37 Osborne Rd,Brookline,MA,02446,42.348521000000005,-71.121101,organization,2023-10-10 19:29:47,1 month ago,WHSV,35817,833307979
1468850,Radcliffe Choral Society Foundation Rcsf,1468850,Radcliffe Choral Society Foundation Rcsf,To promote women's choral music.,PO Box 51040,Boston,MA,02205,-0.001,0.001,organization,2023-10-10 20:47:10,1 month ago,WART,35526,900717463
990185,Miss Pink Pageant Ashley L Shultz Sole Mbr,990185,Miss Pink Pageant Ashley L Shultz Sole Mbr,"Awareness, research, and support for curing breast cancer and breast cancer survivors and their families.",293 K Street Unit 2,South Boston,MA,02127,42.676887,-70.925149,organization,2023-10-10 19:10:59,1 month ago,"GIRL,WHLTH",34488,461446401
907063,Little League Baseball Inc 2210821 Whitman Baseball Softball,907063,Little League Baseball Inc 2210821 Whitman Baseball Softball,Part 1: the whitman baseball-softball association serves over 600+ little league & softball youths.,PO Box 223,Whitman,MA,02382,0.001,-0.001,organization,2023-10-10 20:26:33,1 month ago,GIRL,33594,426617740
1946322,Bay State Girls Softball Inc,1946322,Bay State Girls Softball Inc,To offer inner city girls a safe and positive activity. Softball is a safe community activity for girls from diverse backgrounds in an inner city community. Softball builds self-esteem and teamwork.,PO Box 30162,Acushnet,MA,02743,-0.001,-0.001,organization,2023-10-10 20:12:39,1 month ago,GIRL,33111,043220996
2234089,M F Legacy Inc,2234089,M F Legacy Inc,All volunteer organization that provides softball training and competition opportunities to females ages 10-18. Fee waivers are available to families in need. Monies received are only used for club activities benefiting the players.,451 Pleasant St,E Bridgewtr,MA,02333,0.001,0.001,organization,2023-10-10 20:45:43,1 month ago,GIRL,32452,852811763
1946443,Obstetrical Society of Boston Inc,1946443,Obstetrical Society of Boston Inc,"To cultivate and disseminate scientific knowledge in the areas of obstetrics, gynecology, and reproductive endocrinology.",CO Melanie Nathan 36 Clifton Ave,Marblehead,MA,01945,0.001,0.001,organization,2023-10-10 20:12:42,1 month ago,WHLTH,32372,043469680
